timestamp,machine_id,sensor_temp,sensor_vib,sensor_pressure,throughput,failure
2025-09-15T17:01:33.148317,MC_001,71.073,0.1078,5.263,95.5,0
2025-09-15T17:11:33.148317,MC_001,71.13,0.102,5.158,95.69,0
2025-09-15T17:21:33.148317,MC_001,69.361,0.1089,5.222,94.24,0
2025-09-15T17:31:33.148317,MC_001,70.835,0.1104,5.236,94.54,0
2025-09-15T17:41:33.148317,MC_001,70.166,0.0957,5.285,94.46,0
2025-09-15T17:51:33.148317,MC_001,70.643,0.1077,5.31,94.7,0
2025-09-15T18:01:33.148317,MC_001,70.135,0.1112,5.099,93.69,0
2025-09-15T18:11:33.148317,MC_001,71.073,0.1016,5.149,95.95,0
2025-09-15T18:21:33.148317,MC_001,70.866,0.1145,5.38,94.64,0
2025-09-15T18:31:33.148317,MC_001,70.19,0.1119,5.175,94.89,0
2025-09-15T18:41:33.148317,MC_001,69.96,0.1157,5.113,94.86,0
2025-09-15T18:51:33.148317,MC_001,70.375,0.0967,5.22,93.63,0
2025-09-15T19:01:33.148317,MC_001,70.226,0.1109,5.324,96.27,0
2025-09-15T19:11:33.148317,MC_001,70.421,0.1027,5.259,95.09,0
2025-09-15T19:21:33.148317,MC_001,69.456,0.1074,5.397,95.59,0
2025-09-15T19:31:33.148317,MC_001,70.264,0.1155,5.05,96.16,0
2025-09-15T19:41:33.148317,MC_001,69.949,0.1067,5.029,95.31,0
2025-09-15T19:51:33.148317,MC_001,70.815,0.1032,5.064,95.67,0
2025-09-15T20:01:33.148317,MC_001,69.345,0.0997,4.991,94.32,0
2025-09-15T20:11:33.148317,MC_001,69.699,0.1019,5.055,96.25,0
2025-09-15T20:21:33.148317,MC_001,69.578,0.1126,5.077,96.11,0
2025-09-15T20:31:33.148317,MC_001,70.718,0.0979,5.044,97.9,0
2025-09-15T20:41:33.148317,MC_001,69.859,0.1027,5.222,95.89,0
2025-09-15T20:51:33.148317,MC_001,69.791,0.104,5.033,95.69,0
2025-09-15T21:01:33.148317,MC_001,69.491,0.0991,5.126,97.35,0
2025-09-15T21:11:33.148317,MC_001,70.165,0.1081,5.315,96.38,0
2025-09-15T21:21:33.148317,MC_001,69.383,0.1044,5.06,95.96,0
2025-09-15T21:31:33.148317,MC_001,69.721,0.111,5.056,97.79,0
2025-09-15T21:41:33.148317,MC_001,69.406,0.105,5.08,98.65,0
2025-09-15T21:51:33.148317,MC_001,67.978,0.1041,5.065,96.02,0
2025-09-15T22:01:33.148317,MC_001,69.026,0.1023,4.885,99.11,0
2025-09-15T22:11:33.148317,MC_001,68.889,0.1072,5.068,97.53,0
2025-09-15T22:21:33.148317,MC_001,68.812,0.1028,4.99,98.33,0
2025-09-15T22:31:33.148317,MC_001,68.023,0.0963,4.935,98.39,0
2025-09-15T22:41:33.148317,MC_001,69.033,0.0972,5.078,99.43,0
2025-09-15T22:51:33.148317,MC_001,68.229,0.0968,5.045,98.65,0
2025-09-15T23:01:33.148317,MC_001,67.838,0.1042,4.924,100.75,0
2025-09-15T23:11:33.148317,MC_001,67.685,0.1042,5.037,101.13,0
2025-09-15T23:21:33.148317,MC_001,68.328,0.0979,4.931,100.47,0
2025-09-15T23:31:33.148317,MC_001,68.629,0.1064,5.249,100.79,0
2025-09-15T23:41:33.148317,MC_001,68.045,0.0936,4.993,101.73,0
2025-09-15T23:51:33.148317,MC_001,67.56,0.111,4.911,100.65,0
2025-09-16T00:01:33.148317,MC_001,67.505,0.1001,5.017,102.23,0
2025-09-16T00:11:33.148317,MC_001,67.705,0.1093,4.971,102.11,0
2025-09-16T00:21:33.148317,MC_001,67.344,0.1017,4.77,100.32,0
2025-09-16T00:31:33.148317,MC_001,67.223,0.1156,4.898,102.28,0
2025-09-16T00:41:33.148317,MC_001,66.793,0.0961,4.91,103.87,0
2025-09-16T00:51:33.148317,MC_001,67.266,0.1066,4.98,102.94,0
2025-09-16T01:01:33.148317,MC_001,66.709,0.0979,5.081,102.37,0
2025-09-16T01:11:33.148317,MC_001,65.919,0.111,4.961,103.73,0
2025-09-16T01:21:33.148317,MC_001,66.477,0.107,5.002,101.33,0
2025-09-16T01:31:33.148317,MC_001,66.457,0.0993,4.914,103.38,0
2025-09-16T01:41:33.148317,MC_001,66.301,0.0987,4.891,103.75,0
2025-09-16T01:51:33.148317,MC_001,66.503,0.1035,5.03,103.29,0
2025-09-16T02:01:33.148317,MC_001,66.326,0.1121,4.836,104.87,0
2025-09-16T02:11:33.148317,MC_001,66.009,0.1137,5.032,102.82,0
2025-09-16T02:21:33.148317,MC_001,65.164,0.0985,4.794,104.26,0
2025-09-16T02:31:33.148317,MC_001,65.896,0.1178,4.884,104.49,0
2025-09-16T02:41:33.148317,MC_001,65.225,0.1057,4.868,103.55,0
2025-09-16T02:51:33.148317,MC_001,65.243,0.1043,4.84,105.03,0
2025-09-16T03:01:33.148317,MC_001,64.835,0.1036,4.729,103.71,0
2025-09-16T03:11:33.148317,MC_001,64.538,0.1016,4.841,105.55,0
2025-09-16T03:21:33.148317,MC_001,64.39,0.1159,4.764,104.88,0
2025-09-16T03:31:33.148317,MC_001,64.361,0.1045,4.992,103.57,0
2025-09-16T03:41:33.148317,MC_001,64.547,0.1132,4.789,104.11,0
2025-09-16T03:51:33.148317,MC_001,64.475,0.111,4.826,103.87,0
2025-09-16T04:01:33.148317,MC_001,64.764,0.1171,4.656,106.65,0
2025-09-16T04:11:33.148317,MC_001,65.103,0.1106,4.994,106.04,0
2025-09-16T04:21:33.148317,MC_001,64.444,0.1214,4.812,106.46,0
2025-09-16T04:31:33.148317,MC_001,65.153,0.1142,4.768,105.08,0
2025-09-16T04:41:33.148317,MC_001,62.841,0.1194,4.87,106.23,0
2025-09-16T04:51:33.148317,MC_001,63.939,0.1174,4.687,106.2,0
2025-09-16T05:01:33.148317,MC_001,62.226,0.1202,4.813,103.24,0
2025-09-16T05:11:33.148317,MC_001,62.622,0.1117,4.77,105.49,0
2025-09-16T05:21:33.148317,MC_001,63.302,0.1152,4.749,104.2,0
2025-09-16T05:31:33.148317,MC_001,62.874,0.1133,4.838,104.57,0
2025-09-16T05:41:33.148317,MC_001,63.008,0.1276,4.89,104.21,0
2025-09-16T05:51:33.148317,MC_001,62.966,0.1208,4.695,104.53,0
2025-09-16T06:01:33.148317,MC_001,63.056,0.1212,4.827,104.12,0
2025-09-16T06:11:33.148317,MC_001,61.641,0.1162,4.779,105.92,0
2025-09-16T06:21:33.148317,MC_001,62.844,0.1259,4.971,104.75,0
2025-09-16T06:31:33.148317,MC_001,63.496,0.1299,4.698,103.49,0
2025-09-16T06:41:33.148317,MC_001,62.743,0.1209,4.682,105.17,0
2025-09-16T06:51:33.148317,MC_001,61.593,0.1254,4.72,103.08,0
2025-09-16T07:01:33.148317,MC_001,62.05,0.1257,4.745,105.09,0
2025-09-16T07:11:33.148317,MC_001,62.075,0.1313,4.673,102.79,0
2025-09-16T07:21:33.148317,MC_001,62.032,0.1306,4.751,101.02,0
2025-09-16T07:31:33.148317,MC_001,61.753,0.1311,4.755,103.65,0
2025-09-16T07:41:33.148317,MC_001,61.871,0.1351,4.763,102.58,0
2025-09-16T07:51:33.148317,MC_001,61.366,0.1387,4.846,102.16,0
2025-09-16T08:01:33.148317,MC_001,60.941,0.126,4.496,103.52,0
2025-09-16T08:11:33.148317,MC_001,60.542,0.1352,4.581,103.24,0
2025-09-16T08:21:33.148317,MC_001,61.868,0.148,4.793,102.28,0
2025-09-16T08:31:33.148317,MC_001,60.786,0.1367,4.742,103.02,0
2025-09-16T08:41:33.148317,MC_001,60.304,0.1374,4.732,101.98,0
2025-09-16T08:51:33.148317,MC_001,60.979,0.1373,4.473,100.08,0
2025-09-16T09:01:33.148317,MC_001,60.84,0.1386,4.737,99.8,0
2025-09-16T09:11:33.148317,MC_001,59.276,0.1402,4.504,98.05,0
2025-09-16T09:21:33.148317,MC_001,60.406,0.1462,4.767,99.55,0
2025-09-16T09:31:33.148317,MC_001,60.708,0.1361,4.634,100.56,0
2025-09-16T09:41:33.148317,MC_001,59.534,0.142,4.719,101.72,0
2025-09-16T09:51:33.148317,MC_001,59.011,0.1457,4.614,99.41,0
2025-09-16T10:01:33.148317,MC_001,60.039,0.1464,4.712,98.09,0
2025-09-16T10:11:33.148317,MC_001,59.27,0.1414,4.687,99.1,0
2025-09-16T10:21:33.148317,MC_001,59.042,0.1493,4.521,99.35,0
2025-09-16T10:31:33.148317,MC_001,59.634,0.1435,4.534,97.63,0
2025-09-16T10:41:33.148317,MC_001,58.63,0.1611,4.833,98.96,0
2025-09-16T10:51:33.148317,MC_001,58.326,0.154,4.569,98.03,0
2025-09-16T11:01:33.148317,MC_001,59.725,0.1592,4.662,96.39,0
2025-09-16T11:11:33.148317,MC_001,58.746,0.155,4.48,98.19,0
2025-09-16T11:21:33.148317,MC_001,58.349,0.1641,4.578,97.61,0
2025-09-16T11:31:33.148317,MC_001,59.723,0.1579,4.585,97.28,0
2025-09-16T11:41:33.148317,MC_001,58.44,0.1442,4.567,95.68,0
2025-09-16T11:51:33.148317,MC_001,58.467,0.1563,4.639,96.19,0
2025-09-16T12:01:33.148317,MC_001,57.916,0.1587,4.684,97.28,0
2025-09-16T12:11:33.148317,MC_001,58.937,0.1554,4.62,97.59,0
2025-09-16T12:21:33.148317,MC_001,58.943,0.1626,4.475,96.6,0
2025-09-16T12:31:33.148317,MC_001,58.724,0.1617,4.382,98.0,0
2025-09-16T12:41:33.148317,MC_001,58.391,0.1618,4.493,95.31,0
2025-09-16T12:51:33.148317,MC_001,58.176,0.1549,4.597,96.75,0
2025-09-16T13:01:33.148317,MC_001,58.162,0.1766,4.702,95.65,0
2025-09-16T13:11:33.148317,MC_001,57.972,0.1617,4.489,96.12,0
2025-09-16T13:21:33.148317,MC_001,57.634,0.1642,4.595,94.02,0
2025-09-16T13:31:33.148317,MC_001,58.929,0.1645,4.371,97.96,0
2025-09-16T13:41:33.148317,MC_001,57.76,0.175,4.597,94.62,0
2025-09-16T13:51:33.148317,MC_001,57.843,0.1729,4.427,95.44,0
2025-09-16T14:01:33.148317,MC_001,58.194,0.1696,4.391,95.83,0
2025-09-16T14:11:33.148317,MC_001,58.103,0.172,4.479,94.39,0
2025-09-16T14:21:33.148317,MC_001,57.214,0.1785,4.511,95.34,0
2025-09-16T14:31:33.148317,MC_001,57.875,0.1734,4.634,95.01,0
2025-09-16T14:41:33.148317,MC_001,57.894,0.1818,4.576,97.41,0
2025-09-16T14:51:33.148317,MC_001,58.493,0.1749,4.48,94.52,0
2025-09-16T15:01:33.148317,MC_001,57.873,0.1756,4.553,95.48,0
2025-09-16T15:11:33.148317,MC_001,57.454,0.1786,4.428,94.88,0
2025-09-16T15:21:33.148317,MC_001,57.737,0.1756,4.537,96.89,0
2025-09-16T15:31:33.148317,MC_001,57.55,0.1786,4.473,94.2,0
2025-09-16T15:41:33.148317,MC_001,58.159,0.1777,4.598,93.91,0
2025-09-16T15:51:33.148317,MC_001,58.362,0.1806,4.47,94.24,0
2025-09-16T16:01:33.148317,MC_001,57.662,0.1817,4.428,96.92,0
2025-09-16T16:11:33.148317,MC_001,58.434,0.1893,4.52,95.05,0
2025-09-16T16:21:33.148317,MC_001,57.876,0.1883,4.496,93.31,0
2025-09-16T16:31:33.148317,MC_001,58.081,0.184,4.59,94.53,0
2025-09-16T16:41:33.148317,MC_001,57.571,0.1778,4.435,96.53,0
2025-09-16T16:51:33.148317,MC_001,57.735,0.1785,4.43,96.04,0
2025-09-16T17:01:33.148317,MC_001,58.823,0.1805,4.481,96.62,0
2025-09-16T17:11:33.148317,MC_001,57.828,0.1859,4.567,94.83,0
2025-09-16T17:21:33.148317,MC_001,58.161,0.1862,4.415,93.44,0
2025-09-16T17:31:33.148317,MC_001,56.82,0.1892,4.634,95.1,0
2025-09-16T17:41:33.148317,MC_001,57.411,0.1913,4.495,95.27,0
2025-09-16T17:51:33.148317,MC_001,57.433,0.1901,4.457,96.78,0
2025-09-16T18:01:33.148317,MC_001,57.714,0.1885,4.642,98.15,0
2025-09-16T18:11:33.148317,MC_001,57.749,0.1857,4.398,96.51,0
2025-09-16T18:21:33.148317,MC_001,57.169,0.18,4.528,99.45,0
2025-09-16T18:31:33.148317,MC_001,57.524,0.1847,4.552,97.85,0
2025-09-16T18:41:33.148317,MC_001,58.493,0.1865,4.381,98.24,0
2025-09-16T18:51:33.148317,MC_001,57.852,0.1839,4.608,98.77,0
2025-09-16T19:01:33.148317,MC_001,57.597,0.1795,4.472,98.34,0
2025-09-16T19:11:33.148317,MC_001,57.49,0.1937,4.388,98.41,0
2025-09-16T19:21:33.148317,MC_001,59.086,0.1887,4.473,98.84,0
2025-09-16T19:31:33.148317,MC_001,58.568,0.1866,4.674,97.79,0
2025-09-16T19:41:33.148317,MC_001,59.286,0.1917,4.573,98.61,0
2025-09-16T19:51:33.148317,MC_001,57.955,0.1873,4.501,100.14,0
2025-09-16T20:01:33.148317,MC_001,58.644,0.1905,4.482,98.87,0
2025-09-16T20:11:33.148317,MC_001,58.198,0.1936,4.542,100.26,0
2025-09-16T20:21:33.148317,MC_001,58.424,0.1933,4.331,100.05,0
2025-09-16T20:31:33.148317,MC_001,58.479,0.1924,4.511,101.84,0
2025-09-16T20:41:33.148317,MC_001,58.245,0.1969,4.339,100.78,0
2025-09-16T20:51:33.148317,MC_001,59.093,0.1782,4.533,102.46,0
2025-09-16T21:01:33.148317,MC_001,57.338,0.1872,4.62,100.87,0
2025-09-16T21:11:33.148317,MC_001,58.881,0.1861,4.434,99.72,0
2025-09-16T21:21:33.148317,MC_001,59.078,0.1833,4.596,101.5,0
2025-09-16T21:31:33.148317,MC_001,59.542,0.1917,4.405,101.84,0
2025-09-16T21:41:33.148317,MC_001,59.062,0.1882,4.657,102.63,0
2025-09-16T21:51:33.148317,MC_001,58.916,0.1932,4.427,102.92,0
2025-09-16T22:01:33.148317,MC_001,58.695,0.196,4.746,102.39,0
2025-09-16T22:11:33.148317,MC_001,58.626,0.1812,4.47,103.56,0
2025-09-16T22:21:33.148317,MC_001,59.982,0.1924,4.459,105.33,0
2025-09-16T22:31:33.148317,MC_001,59.334,0.1798,4.59,104.36,0
2025-09-16T22:41:33.148317,MC_001,59.32,0.183,4.491,103.71,0
2025-09-16T22:51:33.148317,MC_001,60.474,0.1786,4.519,103.73,0
2025-09-16T23:01:33.148317,MC_001,60.86,0.1889,4.375,105.98,0
2025-09-16T23:11:33.148317,MC_001,59.942,0.1881,4.289,105.8,0
2025-09-16T23:21:33.148317,MC_001,59.762,0.1882,4.509,103.44,0
2025-09-16T23:31:33.148317,MC_001,60.844,0.1872,4.484,104.59,0
2025-09-16T23:41:33.148317,MC_001,60.063,0.1845,4.545,104.12,0
2025-09-16T23:51:33.148317,MC_001,60.713,0.1899,4.639,104.2,0
2025-09-17T00:01:33.148317,MC_001,60.178,0.1776,4.718,103.54,0
2025-09-17T00:11:33.148317,MC_001,61.201,0.1949,4.581,103.4,0
2025-09-17T00:21:33.148317,MC_001,61.583,0.1795,4.68,105.41,0
2025-09-17T00:31:33.148317,MC_001,61.49,0.1823,4.594,105.88,0
2025-09-17T00:41:33.148317,MC_001,61.488,0.1741,4.513,104.41,0
2025-09-17T00:51:33.148317,MC_001,62.726,0.1841,4.608,104.72,0
2025-09-17T01:01:33.148317,MC_001,62.027,0.1843,4.667,105.34,0
2025-09-17T01:11:33.148317,MC_001,62.635,0.1871,4.464,105.11,0
2025-09-17T01:21:33.148317,MC_001,61.831,0.1729,4.7,104.27,0
2025-09-17T01:31:33.148317,MC_001,61.827,0.1826,4.512,105.01,0
2025-09-17T01:41:33.148317,MC_001,62.071,0.173,4.521,104.99,0
2025-09-17T01:51:33.148317,MC_001,62.616,0.1801,4.5,104.57,0
2025-09-17T02:01:33.148317,MC_001,62.858,0.1804,4.368,103.92,0
2025-09-17T02:11:33.148317,MC_001,62.916,0.1849,4.7,104.62,0
2025-09-17T02:21:33.148317,MC_001,62.116,0.1756,4.587,103.42,0
2025-09-17T02:31:33.148317,MC_001,62.896,0.1858,4.445,104.02,0
2025-09-17T02:41:33.148317,MC_001,63.029,0.1828,4.634,105.28,0
2025-09-17T02:51:33.148317,MC_001,63.901,0.1773,4.659,103.97,0
2025-09-17T03:01:33.148317,MC_001,64.07,0.1845,4.469,103.04,0
2025-09-17T03:11:33.148317,MC_001,64.624,0.1709,4.654,102.29,0
2025-09-17T03:21:33.148317,MC_001,63.621,0.1826,4.657,101.98,0
2025-09-17T03:31:33.148317,MC_001,64.955,0.186,4.632,104.36,0
2025-09-17T03:41:33.148317,MC_001,63.746,0.1749,4.464,104.33,0
2025-09-17T03:51:33.148317,MC_001,63.718,0.1732,4.504,104.03,0
2025-09-17T04:01:33.148317,MC_001,64.887,0.1701,4.702,105.08,0
2025-09-17T04:11:33.148317,MC_001,64.495,0.182,4.743,103.7,0
2025-09-17T04:21:33.148317,MC_001,64.165,0.1738,4.49,104.21,0
2025-09-17T04:31:33.148317,MC_001,65.133,0.173,4.468,104.55,0
2025-09-17T04:41:33.148317,MC_001,65.02,0.1758,4.586,102.92,0
2025-09-17T04:51:33.148317,MC_001,65.463,0.1824,4.74,103.29,0
2025-09-17T05:01:33.148317,MC_001,65.801,0.169,4.612,102.2,0
2025-09-17T05:11:33.148317,MC_001,65.783,0.1765,4.592,103.16,0
2025-09-17T05:21:33.148317,MC_001,65.833,0.1682,4.593,101.17,0
2025-09-17T05:31:33.148317,MC_001,65.815,0.1772,4.469,102.19,0
2025-09-17T05:41:33.148317,MC_001,66.345,0.1769,4.51,100.62,0
2025-09-17T05:51:33.148317,MC_001,65.569,0.1848,4.698,100.76,0
2025-09-17T06:01:33.148317,MC_001,67.094,0.178,4.553,101.98,0
2025-09-17T06:11:33.148317,MC_001,67.05,0.1725,4.803,98.76,0
2025-09-17T06:21:33.148317,MC_001,67.521,0.1801,4.699,100.26,0
2025-09-17T06:31:33.148317,MC_001,67.103,0.1817,4.664,97.22,0
2025-09-17T06:41:33.148317,MC_001,67.505,0.176,4.618,100.83,0
2025-09-17T06:51:33.148317,MC_001,67.072,0.1702,4.523,99.14,0
2025-09-17T07:01:33.148317,MC_001,67.668,0.1805,4.595,99.07,0
2025-09-17T07:11:33.148317,MC_001,67.449,0.1786,4.823,98.53,0
2025-09-17T07:21:33.148317,MC_001,67.955,0.1817,4.741,98.62,0
2025-09-17T07:31:33.148317,MC_001,69.023,0.1794,4.525,97.66,0
2025-09-17T07:41:33.148317,MC_001,68.971,0.1863,4.673,98.08,0
2025-09-17T07:51:33.148317,MC_001,68.427,0.1815,4.684,99.84,0
2025-09-17T08:01:33.148317,MC_001,68.638,0.1741,4.691,96.54,0
2025-09-17T08:11:33.148317,MC_001,69.247,0.175,4.714,99.02,0
2025-09-17T08:21:33.148317,MC_001,69.005,0.1777,4.487,99.34,0
2025-09-17T08:31:33.148317,MC_001,70.679,0.1764,4.589,95.41,0
2025-09-17T08:41:33.148317,MC_001,69.627,0.1786,4.732,96.77,0
2025-09-17T08:51:33.148317,MC_001,69.387,0.1882,4.698,96.35,0
2025-09-17T09:01:33.148317,MC_001,69.599,0.1802,4.705,95.13,0
2025-09-17T09:11:33.148317,MC_001,69.683,0.1788,4.627,96.4,0
2025-09-17T09:21:33.148317,MC_001,70.194,0.1854,4.738,93.14,0
2025-09-17T09:31:33.148317,MC_001,70.894,0.1789,4.831,97.16,0
2025-09-17T09:41:33.148317,MC_001,71.377,0.1876,4.687,96.43,0
2025-09-17T09:51:33.148317,MC_001,70.017,0.1849,4.773,96.58,0
2025-09-17T10:01:33.148317,MC_001,70.766,0.1848,4.79,97.79,0
2025-09-17T10:11:33.148317,MC_001,71.571,0.1862,4.659,95.5,0
2025-09-17T10:21:33.148317,MC_001,70.497,0.1869,4.815,97.12,0
2025-09-17T10:31:33.148317,MC_001,71.955,0.1746,4.909,94.53,0
2025-09-17T10:41:33.148317,MC_001,71.18,0.1935,4.67,94.18,0
2025-09-17T10:51:33.148317,MC_001,71.069,0.1922,4.81,97.38,0
2025-09-17T11:01:33.148317,MC_001,72.712,0.1819,4.873,95.36,0
2025-09-17T11:11:33.148317,MC_001,71.604,0.1905,4.707,94.45,0
2025-09-17T11:21:33.148317,MC_001,72.999,0.1999,4.736,95.14,0
2025-09-17T11:31:33.148317,MC_001,72.315,0.1959,4.578,95.13,0
2025-09-17T11:41:33.148317,MC_001,72.899,0.186,4.867,94.46,0
2025-09-17T11:51:33.148317,MC_001,73.491,0.1964,4.993,95.3,0
2025-09-17T12:01:33.148317,MC_001,74.149,0.1955,4.939,94.67,0
